,source,target,delta_time,line_name
15,Ługowa,Starościńska,1.0,930
16,Starościńska,KRZYŻANOWICE,3.0,930
1,ROD Bielany,ROD Bielany,1.0,133
2,ROD Bielany,Połabian,2.0,133
3,Połabian,Słoneczna,1.0,133
4,Słoneczna,Marcepanowa,1.0,133
5,Marcepanowa,WAŁBRZYSKA,2.0,133
6,WAŁBRZYSKA,Kościelna,2.0,133
7,Kościelna,KLECINA,2.0,133
8,KLECINA,Skarbowców,1.0,133
9,Skarbowców,Os. Przyjaźni,1.0,133
10,Os. Przyjaźni,Zimowa,1.0,133
11,Zimowa,Sowia,1.0,133
12,Sowia,Chłodna,1.0,133
13,Chłodna,Wawrzyniaka,1.0,133
14,Wawrzyniaka,Modlińska,2.0,133
15,Modlińska,Gajowicka (szkoła),2.0,133
16,Gajowicka (szkoła),Gajowicka,3.0,133
17,Gajowicka,Hallera,4.0,133
18,Hallera,Drukarska,3.0,133
19,Drukarska,Uniwersytet Ekonomiczny,3.0,133
20,Uniwersytet Ekonomiczny,Śliczna,4.0,133
21,Śliczna,ROD Bajki,2.0,133
22,ROD Bajki,Orzechowa,1.0,133
23,Orzechowa,Bardzka,3.0,133
24,Bardzka,Krynicka,1.0,133
25,Krynicka,Morwowa,2.0,133
26,Morwowa,BARDZKA (Cmentarz),1.0,133
27,BARDZKA (Cmentarz),Buforowa-Rondo,2.0,133
28,Buforowa-Rondo,ROD Zgoda,2.0,133
29,ROD Zgoda,Tunelowa,1.0,133
30,Tunelowa,ROD Mieczyk,2.0,133
31,ROD Mieczyk,Park Brochowski,1.0,133
32,Park Brochowski,Chińska,1.0,133
33,Chińska,BROCHÓW,1.0,133
1,LEŚNICA,RUBCZAKA (Stacja kolejowa),2.0,937
2,RUBCZAKA (Stacja kolejowa),Rubczaka,1.0,937
3,Rubczaka,Średzka,1.0,937
4,Średzka,Eluarda,2.0,937
5,Eluarda,Brzezińska,1.0,937
6,Brzezińska,Owczarska,1.0,937
7,Owczarska,Dolnobrzeska,1.0,937
8,Dolnobrzeska,Mokra,3.0,937
9,Mokra,Las Mokrzański,1.0,937
10,Las Mokrzański,Brzezina - Biedronka,2.0,937
11,Brzezina - Biedronka,Brzezina - Zacisze,1.0,937
12,Brzezina - Zacisze,Brzezina - Osiedle,1.0,937
13,Brzezina - Osiedle,Brzezina - ul. Chrobrego,2.0,937
14,Brzezina - ul. Chrobrego,Brzezina - Kościół,1.0,937
15,Brzezina - Kościół,BRZEZINA (pętla),1.0,937
16,BRZEZINA (pętla),Brzezina - Kościół,1.0,937
17,Brzezina - Kościół,Brzezinka Średzka - ul. Główna,3.0,937
18,Brzezinka Średzka - ul. Główna,Brzezinka Średzka - ul. Parkowa,1.0,937
19,Brzezinka Średzka - ul. Parkowa,Brzezinka Średzka - PKP,3.0,937
1,DWORZEC NADODRZE,Trzebnicka,3.0,908
2,Trzebnicka,Broniewskiego,4.0,908
3,Broniewskiego,Kamieńskiego,1.0,908
4,Kamieńskiego,Kępińska,2.0,908
5,Kępińska,Wołowska,1.0,908
6,Wołowska,POŚWIĘTNE,1.0,908
7,POŚWIĘTNE,Żmigrodzka (Obwodnica),1.0,908
8,Żmigrodzka (Obwodnica),Lekarska,1.0,908
9,Lekarska,Rondo Obrońców Grodna,1.0,908
10,Rondo Obrońców Grodna,Rondo Obrońców Grodna,1.0,908
11,Rondo Obrońców Grodna,Konopackiej,1.0,908
12,Konopackiej,Widawa,1.0,908
13,Widawa,Psary - Wolności,2.0,908
1,KSIĘŻE WIELKIE,Brochowska,1.0,134
2,Brochowska,Sosnowiecka,2.0,134
3,Sosnowiecka,Zagłębiowska,2.0,134
4,Zagłębiowska,KSIĘŻE MAŁE,3.0,134
5,KSIĘŻE MAŁE,Karwińska,3.0,134
6,Karwińska,Park Wschodni,1.0,134
7,Park Wschodni,Armii Krajowej (Bogedaina),1.0,134
8,Armii Krajowej (Bogedaina),Tarnogajska,2.0,134
9,Tarnogajska,Bardzka,3.0,134
10,Bardzka,Kamienna,2.0,134
11,Kamienna,Wapienna,1.0,134
12,Wapienna,Borowska,2.0,134
13,Borowska,Uniwersytet Ekonomiczny,6.0,134
14,Uniwersytet Ekonomiczny,Drukarska,2.0,134
15,Drukarska,Rondo,3.0,134
16,Rondo,Krucza,3.0,134
17,Krucza,Grochowa,2.0,134
18,Grochowa,Stalowa,3.0,134
19,Stalowa,pl. Srebrny,1.0,134
20,pl. Srebrny,Bzowa (Centrum Zajezdnia),1.0,134
21,Bzowa (Centrum Zajezdnia),Hutmen,2.0,134
22,Hutmen,FAT,3.0,134
23,FAT,ROD Oświata,2.0,134
24,ROD Oświata,Wrocławski Park Technologiczny,1.0,134
25,Wrocławski Park Technologiczny,Szkocka,2.0,134
26,Szkocka,Nowodworska,4.0,134
27,Nowodworska,Nowy Dwór,2.0,134
28,Nowy Dwór,Chociebuska,3.0,134
29,Chociebuska,Nowy Dwór (Rogowska),1.0,134
30,Nowy Dwór (Rogowska),Zemska,2.0,134
31,Zemska,NOWY DWÓR (pętla),2.0,134
